genome_id,strain,source,original_ecological_description,geographic_origin,Ploidy,type,sub_type,lg_classify,assemble_level,genomeSize,contigNums,N50,gene_numb,remove,nature_clade,growth_type
ANI_4.re,YPS143,1011_nature,Soil,"Pennsylvania, USA",2,Wild,Soil,Soil,contig,11986313.0,2138.0,148954.0,6297.0,False,23. North American oak ,medium
AKN_3.re,YPS128,1011_nature,Soil,"Pennsylvania, USA",2,Wild,Soil,Soil,contig,11960909.0,1552.0,175704.0,6368.0,False,23. North American oak ,fast
YBS.re,YJM1273,1011_nature,Tree,"Pennsylvania, USA",2,Wild,Wild,,contig,12062966.0,2317.0,176237.0,6398.0,False,23. North American oak ,medium
YCU.re,YJM1434,1011_nature,Tree,"Pennsylvania, USA",2,Wild,Wild,,contig,12156262.0,3315.0,160344.0,6383.0,False,23. North American oak ,medium
BBR_3.re,2163,1011_nature,Tree,"Castellon, Spain",2,Wild,Wild,Wild,contig,12099153.0,2561.0,142865.0,6362.0,False,,fast
YCO.re,YJM1402,1011_nature,Wine,0,2,Wine,Wine,,contig,12232501.0,3930.0,170425.0,6367.0,False,,medium
CMS_8.re,YPS670,1011_nature,Tree,"Pennsylvania, USA",2,Wild,Wild,Wild,contig,12115831.0,3169.0,169954.0,6300.0,False,,medium
ADG_4.re,NC_02_b,1011_nature,Tree,"North Carolina, USA",1,Wild,Wild,Wild,contig,12106138.0,2790.0,170190.0,6342.0,False,,medium
CDP_3.re,N95-5-1A,1011_nature,Tree,"Augusta, MI 49012, USA",2,Wild,Wild,Wild,contig,12098690.0,2926.0,152238.0,6318.0,False,,medium
YDI.re,YJM1573,1011_nature,Unknown,India,2,Unknow,0,,contig,11962568.0,1349.0,178486.0,6401.0,False,,medium
ARH_5.re,CBS1592,1011_nature,Fermentation,"Java, Indonesia",2,Fermentation,Fermentation,Fermentation,contig,12799179.0,4129.0,114706.0,6529.0,False,24. Asian islands ,medium
ARI_5.re,CBS1593,1011_nature,Fermentation,"Java, Indonesia",2,Fermentation,Fermentation,Fermentation,contig,12862302.0,4506.0,94263.0,6523.0,False,24. Asian islands ,medium
AFK_5.re,CBS2992,1011_nature,Palm wine,Pakistan,2,Wine,Wine,Palm wine,contig,12028980.0,3263.0,113930.0,6289.0,False,24. Asian islands ,medium
AHH_3.re,CBS3000,1011_nature,Palm wine,Denmark,1,Wine,Wine,Palm wine,contig,11954622.0,2106.0,133783.0,6332.0,False,24. Asian islands ,medium
CCT_2.re,S11F3-6B,1011_nature,Tree,Sri Lanka,2,Wild,Wild,Wild,contig,12032397.0,3328.0,132799.0,6257.0,False,24. Asian islands ,slow
CCV_1.re,S8BM-30-2D,1011_nature,Tree,Sri Lanka,2,Wild,Wild,Wild,contig,12044211.0,3273.0,154012.0,6296.0,False,24. Asian islands ,fast
CDA_2.re,S8BM-32-4D(a),1011_nature,Tree,Sri Lanka,1,Wild,Wild,Wild,contig,12301291.0,6141.0,134297.0,6258.0,False,24. Asian islands ,fast
AGR_2.re,CBS1594,1011_nature,Nature,0,1,Wild,Wild,Wild,contig,12023385.0,2150.0,160534.0,6334.0,False,24. Asian islands ,medium
ARG_5.re,CBS1576,1011_nature,Tree,"Celebes, Sulavesi, Indonesia",2,Wild,Wild,Wild,contig,11919109.0,2732.0,135883.0,6242.0,False,24. Asian islands ,medium
YCM.re,YJM1400,1011_nature,Fruit,Philippines,2,Wild,Wild,,contig,12157385.0,3312.0,106322.0,6359.0,False,24. Asian islands ,slow
YDE.re,YJM1479,1011_nature,Palm wine,Phillipines,2,Wine,Wine,,contig,12016967.0,1758.0,108955.0,6359.0,False,24. Asian islands ,medium
YCN.re,YJM1401,1011_nature,Fruit,Philippines,2,Wild,Wild,,contig,12073474.0,2739.0,115163.0,6341.0,False,,medium
ASM_8.re,CLIB409,1011_nature,Nature,Vietnam,3,Wild,Wild,Wild,contig,13046110.0,4734.0,90247.0,6565.0,False,,medium
CGH_5.re,VNL3,1011_nature,Unknown,"Ha Noi, North Vietnam",3,Unknow,0,Unknown,contig,13392463.0,4970.0,99335.0,6684.0,False,,medium
CEP_4.re,ATCC_52922-1C,1011_nature,Fermentation,Philippines,2,Fermentation,Fermentation,Fermentation,contig,11898226.0,2287.0,190040.0,6284.0,False,,medium
CKR_1.re,malade Darkman,1011_nature,"Human, clinical",France,2,Human,Human,"Human, clinical",contig,12472567.0,3370.0,175134.0,6484.0,False,,medium
ARP_2.re,CBS2270,1011_nature,Wine,Japan,2,Wine,Wine,Wine,contig,12105724.0,3192.0,117934.0,6344.0,False,25. Sake ,fast
AEF_8.re,CBS6414,1011_nature,Sake,Japan,1,Wine,Sake,Sake,contig,11800789.0,1566.0,176934.0,6316.0,False,25. Sake ,slow
CMH_6.re,RIB6003,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12135084.0,3258.0,216736.0,6346.0,False,25. Sake ,medium
ARM_6.re,CBS2188,1011_nature,Fruit,Japan,2,Wild,Wild,Wild,contig,12139126.0,3845.0,123592.0,6327.0,False,25. Sake ,medium
CLI_4.re,K5,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12164689.0,3893.0,178978.0,6313.0,False,25. Sake ,medium
CMK_6.re,RIB6005,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12335756.0,6204.0,206139.0,6315.0,False,25. Sake ,medium
CLQ_4.re,UC5,1011_nature,Sake,Japan,1,Wine,Sake,Sake,contig,11885629.0,2656.0,154052.0,6287.0,False,25. Sake ,slow
CLN_4.re,K14,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11986746.0,2772.0,177889.0,6304.0,False,25. Sake ,slow
AFN_4.re,CBS6413,1011_nature,Sake,Japan,1,Wine,Sake,Sake,contig,11872363.0,2165.0,151131.0,6293.0,False,25. Sake ,medium
ADQ_4.re,K12_2,1011_nature,Sake,Japan,1,Wine,Sake,Sake,contig,11938966.0,3068.0,177639.0,6319.0,False,25. Sake ,
AFM_5.re,CBS6412,1011_nature,Sake,Japan,1,Wine,Sake,Sake,contig,12245353.0,6504.0,150986.0,6261.0,False,25. Sake ,medium
APA_2.re,RIB0005,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12063993.0,3153.0,161126.0,6367.0,False,25. Sake ,fast
BTS_3.re,RIB1005,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12292166.0,4313.0,152196.0,6375.0,False,25. Sake ,medium
ANT_2.re,RIB0003,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12140972.0,2460.0,142956.0,6383.0,False,25. Sake ,fast
ANR_2.re,RIB0001,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12236381.0,2137.0,143959.0,6450.0,False,25. Sake ,medium
ANV_5.re,RIB0004,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12301032.0,2280.0,132505.0,6476.0,False,25. Sake ,medium
ADN_4.re,K1_1,1011_nature,Sake,Japan,1,Wine,Sake,Sake,contig,12041283.0,3703.0,210653.0,6340.0,False,25. Sake ,slow
CMF_6.re,RIB6001,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12824369.0,6460.0,172437.0,6537.0,False,25. Sake ,slow
CMI_6.re,RIB6004,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12034317.0,2106.0,167192.0,6358.0,False,25. Sake ,medium
AAD_6.re,CBS436a,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11847030.0,2093.0,170450.0,6308.0,False,25. Sake ,medium
ANS_2.re,RIB0002,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11967159.0,2575.0,179545.0,6329.0,False,25. Sake ,
AQN_7.re,CBS435,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11913576.0,2257.0,96703.0,6342.0,False,25. Sake ,slow
CLM_4.re,K13,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12194988.0,3312.0,177767.0,6362.0,False,25. Sake ,slow
CMN_8.re,RIB0007,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12081122.0,2521.0,191165.0,6365.0,False,25. Sake ,medium
APC_4.re,RIB1001,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12240032.0,3581.0,112366.0,6417.0,False,25. Sake ,medium
APD_4.re,RIB1002,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12025410.0,2794.0,114682.0,6359.0,False,25. Sake ,medium
AVC_3.re,CECT10711,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12232718.0,4080.0,126426.0,6396.0,False,25. Sake ,medium
CMD_6.re,RIB1016,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12344709.0,3074.0,161600.0,6488.0,False,25. Sake ,medium
CLP_4.re,K15,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12042586.0,3539.0,171139.0,6315.0,False,25. Sake ,medium
CMC_6.re,RIB1015,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12245515.0,3245.0,163199.0,6443.0,False,25. Sake ,medium
APF_4.re,RIB1004,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12039147.0,2538.0,151212.0,6435.0,False,25. Sake ,slow
APE_4.re,RIB1003,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12152320.0,2308.0,151177.0,6471.0,False,25. Sake ,medium
AVD_3.re,CECT10712,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12201572.0,3898.0,118171.0,6398.0,False,25. Sake ,fast
AVM_5.re,RIB6009,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12158300.0,3706.0,143568.0,6400.0,False,25. Sake ,fast
CLT_5.re,RIB1011,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12199223.0,2520.0,168557.0,6467.0,False,25. Sake ,fast
CLS_4.re,RIB1010,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12037033.0,2220.0,153416.0,6367.0,False,25. Sake ,medium
CME_6.re,RIB1017,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12022882.0,1891.0,177610.0,6392.0,False,25. Sake ,slow
CLL_4.re,K10,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11991978.0,2246.0,160513.0,6363.0,False,25. Sake ,medium
CLR_4.re,RIB1008,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12027621.0,2821.0,126520.0,6341.0,False,25. Sake ,fast
CML_8.re,RIB6006,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11958796.0,3080.0,142930.0,6302.0,False,25. Sake ,medium
CMM_8.re,RIB6007,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11921923.0,2203.0,122313.0,6330.0,False,25. Sake ,medium
CMB_6.re,RIB1014,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12107486.0,3345.0,143953.0,6343.0,False,25. Sake ,medium
AVL_6.re,RIB6008,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12098161.0,3221.0,144483.0,6374.0,False,25. Sake ,medium
CLV_5.re,RIB1012,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12056510.0,3323.0,161311.0,6346.0,False,25. Sake ,slow
CLK_4.re,K9,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,11964891.0,3171.0,139790.0,6273.0,False,25. Sake ,medium
CQQ_4.re,RIB1006,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12022876.0,2427.0,161649.0,6352.0,False,25. Sake ,medium
CQR_4.re,RIB1007,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12115992.0,3035.0,160233.0,6326.0,False,25. Sake ,medium
AHQ_1.re,CBS440,1011_nature,Industrial,Taiwan,1,Industry,Industrial,Industrial,contig,11946360.0,2168.0,163111.0,6325.0,False,26. Asian fermentation ,slow
CGL_4.re,BMQ557,1011_nature,Unknown,"Hai Phong, North Vietnam",2,Unknow,0,Unknown,contig,12894905.0,3233.0,136758.0,6714.0,False,26. Asian fermentation ,slow
AFH_4.re,CBS1509,1011_nature,Distillery,0,1,Wine,Distillery,Distillery,contig,12130594.0,5465.0,119635.0,6278.0,False,26. Asian fermentation ,medium
AGG_1.re,CBS1480,1011_nature,Distillery,0,2,Wine,Distillery,Distillery,contig,12401958.0,4793.0,123621.0,6512.0,False,26. Asian fermentation ,fast
AEP_3.re,CBS1508,1011_nature,Distillery,0,2,Wine,Distillery,Distillery,contig,12247265.0,5997.0,115859.0,6280.0,False,26. Asian fermentation ,
CEV_2.re,IFO_0289:4-3(b),1011_nature,Distillery,China,1,Wine,Distillery,Distillery,contig,13951872.0,23212.0,117917.0,6228.0,False,26. Asian fermentation ,slow
CGI_4.re,Me7,1011_nature,Unknown,"Cai Be, South Vietnam",2,Unknow,0,Unknown,contig,12925172.0,4231.0,116933.0,6660.0,False,26. Asian fermentation ,medium
CGN_5.re,SGB1,1011_nature,Fermentation,"Saigon, South Vietnam",2,Fermentation,Fermentation,Fermentation,contig,12412244.0,2861.0,161265.0,6408.0,False,26. Asian fermentation ,medium
CGP_5.re,SG4,1011_nature,Unknown,"Saigon, South Vietnam",2,Unknow,0,Unknown,contig,12886489.0,3525.0,133616.0,6606.0,False,26. Asian fermentation ,medium
CGG_4.re,TayTa,1011_nature,Unknown,"Long An, South Vietnam",2,Unknow,0,Unknown,contig,12764128.0,5118.0,151117.0,6492.0,False,26. Asian fermentation ,medium
CGR_5.re,VL5,1011_nature,Fermentation,"Phan Thiet, South Vietnam",2,Fermentation,Fermentation,Fermentation,contig,12603015.0,3028.0,132603.0,6572.0,False,26. Asian fermentation ,medium
AQS_4.re,CBS1196,1011_nature,Distillery,Indonesia,2,Wine,Distillery,Distillery,contig,12119029.0,3069.0,161165.0,6386.0,False,26. Asian fermentation ,slow
BEH_7.re,CLIB415,1011_nature,Fermentation,Taiwan,2,Fermentation,Fermentation,Fermentation,contig,11797336.0,1525.0,143814.0,6306.0,False,26. Asian fermentation ,fast
ACM_7.re,Y9_4,1011_nature,Fermentation,Indonesia,1,Fermentation,Fermentation,Fermentation,contig,11971216.0,3140.0,157721.0,6396.0,False,26. Asian fermentation ,medium
AKL_3.re,K12,1011_nature,Sake,Japan,2,Wine,Sake,Sake,contig,12780026.0,3517.0,108793.0,6601.0,False,26. Asian fermentation ,medium
ABB_5.re,YJM413_b,1011_nature,"Human, clinical",USA,1,Human,Human,"Human, clinical",contig,11831103.0,1682.0,149452.0,6349.0,False,26. Asian fermentation ,slow
ACK_7.re,Y12_1b,1011_nature,Palm wine,Ivory Coast,1,Wine,Wine,Palm wine,contig,11911521.0,2299.0,161203.0,6378.0,False,26. Asian fermentation ,medium
ADH_4.re,T7_b,1011_nature,Tree,"Babler State Park, MO, USA",1,Wild,Wild,Wild,contig,11979761.0,2919.0,131388.0,6364.0,False,26. Asian fermentation ,medium
YDA.re,YJM1460,1011_nature,Palm wine,"Newcastle, UK",2,Wine,Wine,,contig,12207263.0,4855.0,119060.0,6346.0,False,26. Asian fermentation ,
ALB_3.re,CLQCA_10-620,1011_nature,Insect,"Pichincha, Ecuador",2,Wild,Insect,Insect,contig,12318268.0,2589.0,162138.0,6487.0,False,26. Asian fermentation ,medium
AKR_3.re,CLQCA_05-006,1011_nature,Fruit,"Guayas, Ecuador",2,Wild,Wild,Wild,contig,12268933.0,2947.0,135459.0,6425.0,False,26. Asian fermentation ,medium
ALC_4.re,CLQCA_11-024,1011_nature,Nature,"Cotopaxi, Ecuador",2,Wild,Wild,Wild,contig,12340791.0,3180.0,151212.0,6482.0,False,26. Asian fermentation ,medium
ALH_4.re,CLQCA_19-011,1011_nature,Nature,"Napo, Ecuador ",2,Wild,Wild,Wild,contig,12522448.0,3718.0,138393.0,6520.0,False,26. Asian fermentation ,medium
ALA_5.re,CLQCA_10-619,1011_nature,Insect,"Pichincha, Ecuador",2,Wild,Insect,Insect,contig,12455995.0,3551.0,151201.0,6487.0,False,26. Asian fermentation ,medium
ALK_4.re,CLQCA_24SC-235,1011_nature,Tree,"Galapagos, Ecuador",2,Wild,Wild,Wild,contig,12151144.0,2724.0,161211.0,6391.0,False,26. Asian fermentation ,medium
CGQ_4.re,RR1a,1011_nature,Unknown,"My Tho, South Vietnam",2,Unknow,0,Unknown,contig,12430905.0,3877.0,162079.0,6434.0,False,26. Asian fermentation ,slow
BRG_4.re,DBVPG5836,1011_nature,Soil,"District of Hamma Bouziane, Constantine, Algeria",3,Wild,Soil,Soil,contig,12590308.0,5331.0,145374.0,6463.0,False,26. Asian fermentation ,slow
CGK_4.re,Lx2,1011_nature,Unknown,"Dong Thap, South Vietnam",2,Unknow,0,Unknown,contig,12290295.0,3040.0,161271.0,6411.0,False,26. Asian fermentation ,medium
CHM_4.re,SBD,1011_nature,Bakery,Northern Europe,2,Fermentation,Bakery,Bakery,contig,12504457.0,4105.0,151283.0,6451.0,False,26. Asian fermentation ,medium
BHP_4.re,CLIB1411,1011_nature,Fermentation,Laos,2,Fermentation,Fermentation,Fermentation,contig,12543910.0,2723.0,112296.0,6560.0,False,26. Asian fermentation ,medium
BHQ_4.re,CLIB1412,1011_nature,Fermentation,Laos,2,Fermentation,Fermentation,Fermentation,contig,12457042.0,2951.0,110504.0,6516.0,False,26. Asian fermentation ,medium
BHR_4.re,CLIB1413,1011_nature,Fermentation,Laos,2,Fermentation,Fermentation,Fermentation,contig,12545829.0,2961.0,108843.0,6592.0,False,26. Asian fermentation ,medium
BHS_1.re,CLIB1414,1011_nature,Fermentation,Laos,2,Fermentation,Fermentation,Fermentation,contig,12975054.0,3208.0,131747.0,6781.0,False,26. Asian fermentation ,medium
BEF_7.re,CLIB413,1011_nature,Fermentation,China,2,Fermentation,Fermentation,Fermentation,contig,12714620.0,4020.0,109357.0,6539.0,False,26. Asian fermentation ,fast
CEK_4.re,JCM_2985-4B,1011_nature,Fermentation,Tailand,2,Fermentation,Fermentation,Fermentation,contig,12276540.0,5641.0,177147.0,6337.0,False,26. Asian fermentation ,medium
CEL_4.re,JCM_3529-7B,1011_nature,Fermentation,Tailand,2,Fermentation,Fermentation,Fermentation,contig,11944797.0,2763.0,149599.0,6297.0,False,26. Asian fermentation ,medium
YCJ.re,YJM1388,1011_nature,Unknown,Malaya,2,Unknow,0,,contig,11980220.0,3069.0,139100.0,6393.0,False,26. Asian fermentation ,
YCK.re,YJM1389,1011_nature,Industrial,Thailand,2,Industry,Industrial,,contig,11828767.0,1171.0,129513.0,6331.0,False,26. Asian fermentation ,medium
YDK.re,YJM1592,1011_nature,Industrial,Thailand,2,Industry,Industrial,,contig,11865107.0,1642.0,109126.0,6343.0,False,26. Asian fermentation ,medium
GCA_019394895.1_ASM1939489v1_genomic,AL1,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,11216546.0,479.0,38694.0,5970.0,False,,
GCA_019394885.1_ASM1939488v1_genomic,AL3-h,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,11448610.0,231.0,101932.0,6204.0,False,,
GCA_019394785.1_ASM1939478v1_genomic,CA1,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,11306133.0,270.0,71128.0,6123.0,False,,
GCA_019394805.1_ASM1939480v1_genomic,CBS7960,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,11483661.0,193.0,106220.0,6241.0,False,,
GCA_019394815.1_ASM1939481v1_genomic,CEN.PK113-7D,giga_36,Derived from parental strains ENY.WA-1A and MC996A,Germany,0,Unknow,0,,contig,11310068.0,260.0,79502.0,6260.0,False,,
GCA_019394775.1_ASM1939477v1_genomic,CLIB215,giga_36,Bakery,New Zealand,0,Fermentation,Bakery,,contig,11295577.0,244.0,83712.0,6178.0,False,,
GCA_019394725.1_ASM1939472v1_genomic,CLIB324,giga_36,Bakery,"Saigon, Viet Nam",0,Fermentation,Bakery,,contig,10939240.0,717.0,26999.0,5796.0,False,,
GCA_019394675.1_ASM1939467v1_genomic,CLIB382,giga_36,Beer brewing,Ireland,0,Wine,Beer,,contig,11356489.0,246.0,80382.0,6141.0,False,,
GCA_019394655.1_ASM1939465v1_genomic,DBVPG1373,giga_36,Soil,the Netherlands,0,Wild,Wild,,contig,11304957.0,285.0,70062.0,6140.0,False,,
GCA_019394645.1_ASM1939464v1_genomic,DBVPG1788,giga_36,Soil,"Turku, Finland",0,Wild,Wild,,contig,11319750.0,293.0,68190.0,6065.0,False,,
GCA_019394665.1_ASM1939466v1_genomic,DBVPG6044,giga_36,"Bili wine, from Osbeckia grandiflora",West Africa,0,Wine,Wine,,contig,11289370.0,304.0,68087.0,6054.0,False,,
GCA_019394585.1_ASM1939458v1_genomic,DBVPG6765,giga_36,Lici fruit,Indonesia,0,Wild,Wild,,contig,11411178.0,244.0,87142.0,6185.0,False,,
GCA_019394525.1_ASM1939452v1_genomic,Ethanol Red,giga_36,Ethanol production,France,0,Industry,Bioethanol,,contig,11331610.0,288.0,79056.0,6104.0,False,,
GCA_019394535.1_ASM1939453v1_genomic,GDB 135-h,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,10923247.0,774.0,23562.0,5745.0,True,,
GCA_019394485.1_ASM1939448v1_genomic,GDB 325,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,11048280.0,587.0,33677.0,5855.0,False,,
GCA_019394495.1_ASM1939449v1_genomic,GDB 379,giga_36,Ethanol production,Brazil,0,Industry,Bioethanol,,contig,11154056.0,562.0,36065.0,5938.0,False,,
GCA_019394315.1_ASM1939431v1_genomic,KK:YS2-h,giga_36,Finger millet fermentation,Northern India,0,Fermentation,Fermentation,,contig,11322060.0,226.0,84678.0,6125.0,False,,
GCA_019394325.1_ASM1939432v1_genomic,L.1528,giga_36,Fermentation of Cabernet must,"Cauquenes, Chile",0,Fermentation,Fermentation,,contig,11410633.0,193.0,114270.0,6258.0,False,,
GCA_019394275.1_ASM1939427v1_genomic,LUI250,giga_36,Rice wine,Viet Nam,0,Wine,Wine,,contig,11422020.0,224.0,105564.0,6215.0,False,,
GCA_019394265.1_ASM1939426v1_genomic,NCYC110,giga_36,Ginger beer from Zingiber officinale,West Africa,0,Wine,Beer,,contig,11317117.0,299.0,68148.0,6064.0,False,,
GCA_019394305.1_ASM1939430v1_genomic,PW5,giga_36,Raphia palm,"Aba, Abia state, Nigeria",0,Wild,Wild,,contig,11386724.0,311.0,68218.0,6066.0,False,,
GCA_019394105.1_ASM1939410v1_genomic,RM11,giga_36,Grape,USA,0,Wild,Wild,,contig,11345862.0,221.0,89839.0,6191.0,False,,
GCA_019394085.1_ASM1939408v1_genomic,S288c,giga_36,Rotting fig,USA,0,Wild,Wild,,contig,11292886.0,265.0,72211.0,6311.0,False,,
GCA_019394075.1_ASM1939407v1_genomic,SK1,giga_36,Soil,USA,0,Wild,Wild,,contig,11276781.0,324.0,61654.0,6052.0,False,,
GCA_019394095.1_ASM1939409v1_genomic,T7,giga_36,Oak tree,"Babler State Park, Missouri, USA",0,Wild,Wild,,contig,11406372.0,262.0,90645.0,6130.0,False,,
GCA_019394065.1_ASM1939406v1_genomic,T73,giga_36,Wine fermentation,Spain,0,Fermentation,Fermentation,,contig,11044213.0,689.0,26540.0,5891.0,False,,
GCA_019393975.1_ASM1939397v1_genomic,UWOPS03-461.4,giga_36,"Nectar, Bertram palm","Telok Senangin, Malaysia",0,Wild,Wild,,contig,11349012.0,293.0,74684.0,6081.0,False,,
GCA_019393945.1_ASM1939394v1_genomic,UWOPS05-217.3,giga_36,"Nectar, Bertram palm","Telok Senangin, Malaysia",0,Wild,Wild,,contig,11418705.0,283.0,77587.0,6119.0,False,,
GCA_019393935.1_ASM1939393v1_genomic,UWOPS05-227.2,giga_36,Trigona spp. (Stingless bee) collected near Bertam palm flower,"Telok Senangin, Malaysia",0,Wild,Wild,,contig,11392128.0,286.0,82700.0,6111.0,False,,
GCA_019393865.1_ASM1939386v1_genomic,Y10,giga_36,Coconut,Philippines,0,Wild,Wild,,contig,11326056.0,252.0,77614.0,6105.0,False,,
GCA_019393955.1_ASM1939395v1_genomic,Y55,giga_36,Grape,France,0,Wild,Wild,,contig,11331570.0,298.0,67242.0,6098.0,False,,
GCA_019393785.1_ASM1939378v1_genomic,YJM269,giga_36,Grape,Austria,0,Wild,Wild,,contig,11362019.0,246.0,81831.0,6088.0,False,,
GCA_019393615.1_ASM1939361v1_genomic,YJM975,giga_36,Vaginal isolate,"Bergamo, Italy",0,Wild,Wild,,contig,11299508.0,246.0,78715.0,6175.0,False,,
GCA_019393625.1_ASM1939362v1_genomic,YJM978,giga_36,Vaginal isolate,"Bergamo, Italy",0,Wild,Wild,,contig,11309419.0,248.0,81888.0,6181.0,False,,
GCA_019393555.1_ASM1939355v1_genomic,YPS128,giga_36,Soil beneath Quercus alba,"Pennsylvania, USA",0,Wild,Wild,,contig,11476754.0,248.0,83514.0,6185.0,False,,
GCA_000975735.4_Sc_YJM189_v1_genomic,YJM189,YJM_92,Distillery,Unknown,0,Wine,Distillery,,chromosome,12261388.0,18.0,892679.0,6451.0,False,,
GCA_000975765.2_Sc_YJM193_v1_genomic,YJM193,YJM_92,Distillery,Unknown,0,Wine,Distillery,,chromosome,13007824.0,18.0,934902.0,6434.0,False,,
GCA_000975585.2_Sc_YJM195_v1_genomic,YJM195,YJM_92,Palm wine,Nigeria,0,Wine,Wine,,chromosome,12752445.0,17.0,916102.0,6419.0,False,,
GCA_000975615.2_Sc_YJM244_v1_genomic,YJM244,YJM_92,Clinical,Romania,0,Human,Human,,chromosome,12857578.0,18.0,906535.0,6375.0,False,,
GCA_000975795.2_Sc_YJM248_v1_genomic,YJM248,YJM_92,Clinical (feces),Unknown,0,Human,Human,,chromosome,12112588.0,18.0,907630.0,6416.0,False,,
GCA_000975825.2_Sc_YJM270_v1_genomic,YJM270,YJM_92,Wine,Slovenia,0,Wine,Wine,,chromosome,12365305.0,17.0,913025.0,6440.0,False,,
GCA_000975855.3_Sc_YJM271_v1_genomic,YJM271,YJM_92,Brewery,Unknown,0,Wine,Beer,,chromosome,13421047.0,18.0,928255.0,6387.0,False,,
GCA_000975915.2_Sc_YJM326_v1_genomic,YJM326,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,12350833.0,18.0,896012.0,6473.0,False,,
GCA_000975945.2_Sc_YJM428_v1_genomic,YJM428,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,12272595.0,18.0,903119.0,6475.0,False,,
GCA_000975975.3_Sc_YJM450_v1_genomic,YJM450,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,12388781.0,18.0,914011.0,6493.0,False,,
GCA_000976005.2_Sc_YJM451_v1_genomic,YJM451,YJM_92,Clinical,Unknown,0,Human,Human,,chromosome,12152459.0,18.0,895934.0,6366.0,False,,
GCA_000976035.2_Sc_YJM453_v1_genomic,YJM453,YJM_92,Clinical,Unknown,0,Human,Human,,chromosome,12710581.0,18.0,911881.0,6475.0,False,,
GCA_000976065.2_Sc_YJM456_v1_genomic,YJM456,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,12274473.0,18.0,897427.0,6486.0,False,,
GCA_000976095.2_Sc_YJM470_v1_genomic,YJM470,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,12558521.0,17.0,902232.0,6454.0,False,,
GCA_000976125.2_Sc_YJM541_v1_genomic,YJM541,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,12966586.0,18.0,909353.0,6478.0,False,,
GCA_000976155.4_Sc_YJM554_v1_genomic,YJM554,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,13019771.0,18.0,918804.0,6475.0,False,,
GCA_000976185.2_Sc_YJM555_v1_genomic,YJM555,YJM_92,Clinical,"CA, USA",0,Human,Human,,chromosome,13295507.0,18.0,909661.0,6483.0,False,,
