#GenomeName,C(%),S(%),D(%),F(%),M(%),n
YAQ.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
ACN_8.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_003273815.1_ASM327381v1_genomic.fasta.out.txt,99.2,97.3,1.9,0.1,0.7,2137
GCA_001737505.2_ASM173750v2_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
YAV.re.fasta.out.txt,99.6,97.3,2.3,0.1,0.3,2137
GCA_001671085.1_ASM167108v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
MAA.re.fasta.out.txt,98.6,96.9,1.7,0.3,1.1,2137
GCA_000365125.1_Saccharomyces_cerevisiae_M3839_v1.0_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001741495.1_ASM174149v1_genomic.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
BFD_1.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000975735.4_Sc_YJM189_v1_genomic.fasta.out.txt,99.6,97.3,2.3,0.1,0.3,2137
GCA_001737895.1_ASM173789v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
BCG_8.re.fasta.out.txt,99.3,95.0,4.3,0.1,0.6,2137
BFG_4.re.fasta.out.txt,89.0,83.6,5.4,3.3,7.7,2137
BAH_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_017869165.1_ASM1786916v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BNP_4.re.fasta.out.txt,99.7,96.6,3.1,0.1,0.2,2137
GCA_017868975.1_ASM1786897v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
GCA_003277635.1_ASM327763v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_017868345.1_ASM1786834v1_genomic.fasta.out.txt,98.2,96.3,1.9,0.4,1.4,2137
GCA_900177935.1_L710_genomic.fasta.out.txt,98.3,96.4,1.9,0.2,1.5,2137
APH_4.re.fasta.out.txt,99.4,86.8,12.6,0.2,0.4,2137
AVH_5.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
CDD_2.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CBL_2.re.fasta.out.txt,98.7,75.3,23.4,0.3,1.0,2137
AGE_1.re.fasta.out.txt,99.0,83.9,15.1,0.5,0.5,2137
GCA_000192515.1_Saccharomyces_cerevisiae_YJM269-2.0_genomic.fasta.out.txt,85.2,83.6,1.6,5.0,9.8,2137
CAR_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000975675.2_Sc_YJM1083_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001029995.1_ASM102999v1_genomic.fasta.out.txt,92.8,91.1,1.7,1.3,5.9,2137
CNE_4.re.fasta.out.txt,98.6,84.7,13.9,0.4,1.0,2137
GCA_000977445.2_Sc_YJM1386_v1_genomic.fasta.out.txt,99.6,97.2,2.4,0.1,0.3,2137
GCA_000977865.2_Sc_YJM1439_v1_genomic.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
AEB_8.re.fasta.out.txt,96.7,87.2,9.5,0.7,2.6,2137
CKV_5.re.fasta.out.txt,99.3,88.1,11.2,0.2,0.5,2137
BLG_1.re.fasta.out.txt,99.6,94.5,5.1,0.1,0.3,2137
BBB_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BAB_8.re.fasta.out.txt,99.3,89.8,9.5,0.2,0.5,2137
GCA_003275785.1_ASM327578v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_001741555.1_ASM174155v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
BMK_5.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CGN_5.re.fasta.out.txt,99.4,95.6,3.8,0.1,0.5,2137
ANL_2.re.fasta.out.txt,95.6,91.2,4.4,1.6,2.8,2137
GCA_002933895.1_ASM293389v1_genomic.fasta.out.txt,99.0,96.9,2.1,0.3,0.7,2137
CMB_6.re.fasta.out.txt,99.5,96.9,2.6,0.1,0.4,2137
BQT_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_019394725.1_ASM1939472v1_genomic.fasta.out.txt,95.4,93.6,1.8,0.4,4.2,2137
GCA_003273705.1_ASM327370v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
AAR_3.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_003273145.1_ASM327314v1_genomic.fasta.out.txt,99.3,97.1,2.2,0.1,0.6,2137
CFV_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
YAY.re.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
GCA_019393945.1_ASM1939394v1_genomic.fasta.out.txt,99.2,97.3,1.9,0.2,0.6,2137
GCA_002057995.1_ASM205799v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
ATH_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_019394535.1_ASM1939453v1_genomic.fasta.out.txt,94.5,92.7,1.8,0.5,5.0,2137
GCA_019394315.1_ASM1939431v1_genomic.fasta.out.txt,99.1,97.2,1.9,0.2,0.7,2137
GCA_003277105.1_ASM327710v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_003270835.1_ASM327083v1_genomic.fasta.out.txt,99.1,97.1,2.0,0.2,0.7,2137
MAL.re.fasta.out.txt,99.0,97.2,1.8,0.3,0.7,2137
GCA_003275115.1_ASM327511v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_017868355.1_ASM1786835v1_genomic.fasta.out.txt,98.0,96.1,1.9,0.5,1.5,2137
GCA_003277755.1_ASM327775v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
AVN_5.re.fasta.out.txt,95.8,92.6,3.2,1.3,2.9,2137
GCA_900099355.1_1014-F5_genomic.fasta.out.txt,98.5,96.8,1.7,0.6,0.9,2137
AIG_2.re.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
GCA_000192455.1_Saccharomyces_cerevisiae_CBS7960-2.0_genomic.fasta.out.txt,83.3,81.6,1.7,5.7,11.0,2137
GCA_003273275.1_ASM327327v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AAD_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000976695.3_Sc_YJM1133_v1_genomic.fasta.out.txt,97.5,95.4,2.1,0.1,2.4,2137
GCA_900099345.1_D47-60-3B_genomic.fasta.out.txt,97.9,96.3,1.6,0.6,1.5,2137
GCA_017866155.1_ASM1786615v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CEP_4.re.fasta.out.txt,99.5,97.0,2.5,0.1,0.4,2137
CHA_4.re.fasta.out.txt,99.6,97.2,2.4,0.1,0.3,2137
GCA_017867515.1_ASM1786751v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_900178445.1_EA_SoucheMTF2368_V1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
GCA_900178015.1_L725_genomic.fasta.out.txt,98.7,96.8,1.9,0.3,1.0,2137
GCA_900178045.1_SD085_genomic.fasta.out.txt,99.1,97.1,2.0,0.1,0.8,2137
BLI_3.re.fasta.out.txt,99.6,95.3,4.3,0.1,0.3,2137
GCA_000977115.3_Sc_YJM1326_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_003272405.1_ASM327240v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.1,0.6,2137
GCA_001737745.2_ASM173774v2_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
AGS_2.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_003272305.1_ASM327230v1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
GCA_001671865.1_ASM167186v1_genomic.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
ADG_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
ACD_7.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BGS_1.re.fasta.out.txt,99.2,90.0,9.2,0.3,0.5,2137
GCA_017868835.1_ASM1786883v1_genomic.fasta.out.txt,97.3,95.6,1.7,0.8,1.9,2137
ALC_4.re.fasta.out.txt,99.5,96.2,3.3,0.1,0.4,2137
BLN_2.re.fasta.out.txt,99.5,96.2,3.3,0.1,0.4,2137
GCA_000977505.2_Sc_YJM1388_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_003274485.1_ASM327448v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BNM_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CQM_4.re.fasta.out.txt,99.4,89.2,10.2,0.1,0.5,2137
YCC.re.fasta.out.txt,99.6,97.4,2.2,0.0,0.4,2137
AFL_5.re.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
GCA_003270425.1_ASM327042v1_genomic.fasta.out.txt,97.7,95.6,2.1,0.8,1.5,2137
CKH_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
AKL_3.re.fasta.out.txt,99.2,93.9,5.3,0.3,0.5,2137
AHL_3.re.fasta.out.txt,99.4,97.3,2.1,0.2,0.4,2137
GCA_001739225.1_ASM173922v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
BAD_8.re.fasta.out.txt,99.2,90.9,8.3,0.3,0.5,2137
CBM_4.re.fasta.out.txt,98.6,76.9,21.7,0.3,1.1,2137
CCC_3.re.fasta.out.txt,99.4,97.2,2.2,0.1,0.5,2137
GCA_900178485.1_CF_SoucheMTF2386_V1_genomic.fasta.out.txt,97.4,95.6,1.8,0.4,2.2,2137
BAA_6.re.fasta.out.txt,99.2,89.0,10.2,0.2,0.6,2137
ATA_8.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CGS_5.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_900177915.1_L461_genomic.fasta.out.txt,99.1,97.1,2.0,0.1,0.8,2137
AAP_3.re.fasta.out.txt,99.0,84.4,14.6,0.4,0.6,2137
CAI_2.re.fasta.out.txt,99.6,93.7,5.9,0.0,0.4,2137
BTG_3.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_000976335.2_Sc_YJM689_v1_genomic.fasta.out.txt,99.1,97.0,2.1,0.1,0.8,2137
GCA_003275955.1_ASM327595v1_genomic.fasta.out.txt,99.3,97.1,2.2,0.1,0.6,2137
BAF_6.re.fasta.out.txt,99.2,85.3,13.9,0.1,0.7,2137
GCA_001739495.1_ASM173949v1_genomic.fasta.out.txt,99.0,97.1,1.9,0.1,0.9,2137
GCA_017868185.1_ASM1786818v1_genomic.fasta.out.txt,98.2,96.3,1.9,0.5,1.3,2137
YDB.re.fasta.out.txt,99.4,97.3,2.1,0.2,0.4,2137
YDA.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_017870125.1_ASM1787012v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.2,0.5,2137
AHH_3.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
CBK_4.re.fasta.out.txt,99.4,96.7,2.7,0.1,0.5,2137
GCA_017870435.1_ASM1787043v1_genomic.fasta.out.txt,98.8,97.0,1.8,0.2,1.0,2137
ADP_3.re.fasta.out.txt,99.4,95.7,3.7,0.1,0.5,2137
GCA_000773925.1_ASM77392v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
BLR_3.re.fasta.out.txt,99.6,95.6,4.0,0.1,0.3,2137
BCN_8.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_017866745.1_ASM1786674v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
AKQ_5.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
ABI_5.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_003276135.1_ASM327613v1_genomic.fasta.out.txt,99.2,97.3,1.9,0.1,0.7,2137
ASN_8.re.fasta.out.txt,99.0,88.8,10.2,0.3,0.7,2137
CHE_4.re.fasta.out.txt,99.7,96.4,3.3,0.1,0.2,2137
GCA_001669875.1_ASM166987v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_003271805.1_ASM327180v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
GCA_003273935.1_ASM327393v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
GCA_001741425.1_ASM174142v1_genomic.fasta.out.txt,99.2,97.2,2.0,0.1,0.7,2137
GCA_001738515.1_ASM173851v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
AIM_2.re.fasta.out.txt,99.3,95.1,4.2,0.2,0.5,2137
CGI_4.re.fasta.out.txt,99.5,93.5,6.0,0.1,0.4,2137
GCA_017866255.1_ASM1786625v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_001669935.1_ASM166993v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_003273155.1_ASM327315v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_017865415.1_ASM1786541v1_genomic.fasta.out.txt,99.3,97.3,2.0,0.1,0.6,2137
GCA_000975915.2_Sc_YJM326_v1_genomic.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
YAK.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BNK_4.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_017871065.1_ASM1787106v1_genomic.fasta.out.txt,98.2,96.3,1.9,0.4,1.4,2137
CMC_6.re.fasta.out.txt,99.7,96.4,3.3,0.1,0.2,2137
GCA_001670325.1_ASM167032v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_900178185.1_DC_SoucheMTF2247_V1_genomic.fasta.out.txt,94.4,92.8,1.6,1.4,4.2,2137
BFL_4.re.fasta.out.txt,99.6,97.0,2.6,0.1,0.3,2137
ABR_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_017864805.1_ASM1786480v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003273495.1_ASM327349v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
YDF.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
AAQ_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AFQ_1.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CPT_4.re.fasta.out.txt,99.3,95.7,3.6,0.3,0.4,2137
GCA_003270815.1_ASM327081v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_003276375.1_ASM327637v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
CIK_2.re.fasta.out.txt,98.9,86.1,12.8,0.4,0.7,2137
ACR_2.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_003274605.1_ASM327460v1_genomic.fasta.out.txt,99.4,97.5,1.9,0.2,0.4,2137
BRC_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CCQ_1.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
BPN_2.re.fasta.out.txt,99.0,87.3,11.7,0.3,0.7,2137
BHI_4.re.fasta.out.txt,99.6,97.2,2.4,0.0,0.4,2137
AMC_5.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_017871025.1_ASM1787102v1_genomic.fasta.out.txt,98.8,96.7,2.1,0.3,0.9,2137
GCA_003271135.1_ASM327113v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003276485.1_ASM327648v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CQP_4.re.fasta.out.txt,99.5,92.2,7.3,0.1,0.4,2137
BVF_5.re.fasta.out.txt,99.0,86.9,12.1,0.3,0.7,2137
CNN_1.re.fasta.out.txt,98.9,85.4,13.5,0.4,0.7,2137
GCA_001737655.2_ASM173765v2_genomic.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
AFR_5.re.fasta.out.txt,99.6,97.2,2.4,0.1,0.3,2137
AND_4.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
ALQ_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_001738235.1_ASM173823v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001592655.1_ASM159265v1_genomic.fasta.out.txt,99.2,96.3,2.9,0.1,0.7,2137
GCA_001670295.1_ASM167029v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
BBM_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_003271475.1_ASM327147v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_019393785.1_ASM1939378v1_genomic.fasta.out.txt,99.4,97.5,1.9,0.1,0.5,2137
GCA_001670205.1_ASM167020v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_001671685.1_ASM167168v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.2,0.3,2137
GCA_017865715.1_ASM1786571v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CNS_4.re.fasta.out.txt,99.0,87.9,11.1,0.3,0.7,2137
GCA_001737155.1_ASM173715v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
ADT_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BRP_4.re.fasta.out.txt,95.1,82.9,12.2,1.6,3.3,2137
BKG_3.re.fasta.out.txt,99.6,97.1,2.5,0.1,0.3,2137
GCA_900177845.1_L175_genomic.fasta.out.txt,97.4,95.6,1.8,0.3,2.3,2137
GCA_017867285.1_ASM1786728v1_genomic.fasta.out.txt,99.3,97.2,2.1,0.2,0.5,2137
GCA_900178465.1_CH_SoucheMTF2413_V1_genomic.fasta.out.txt,97.0,95.0,2.0,1.5,1.5,2137
AKM_4.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ANN_4.re.fasta.out.txt,99.3,86.1,13.2,0.2,0.5,2137
GCA_000978045.2_Sc_YJM1463_v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_000977535.2_Sc_YJM1389_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
AGA_5.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
BIF_1.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_001671625.1_ASM167162v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BHD_2.re.fasta.out.txt,99.4,93.2,6.2,0.2,0.4,2137
ALE_4.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
GCA_003275605.1_ASM327560v1_genomic.fasta.out.txt,99.2,97.1,2.1,0.1,0.7,2137
BPM_4.re.fasta.out.txt,99.6,96.3,3.3,0.1,0.3,2137
GCA_000977175.3_Sc_YJM1336_v1_genomic.fasta.out.txt,99.6,97.0,2.6,0.1,0.3,2137
GCA_003273075.1_ASM327307v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
ANK_4.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_003271545.1_ASM327154v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
CMI_6.re.fasta.out.txt,99.6,96.4,3.2,0.1,0.3,2137
YDJ.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000181435.1_ASM18143v1_genomic.fasta.out.txt,98.9,96.8,2.1,0.3,0.8,2137
BFM_3.re.fasta.out.txt,90.4,84.9,5.5,3.0,6.6,2137
AKC_4.re.fasta.out.txt,99.5,94.9,4.6,0.2,0.3,2137
CAD_4.re.fasta.out.txt,99.4,97.1,2.3,0.1,0.5,2137
BBA_8.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_017869405.1_ASM1786940v1_genomic.fasta.out.txt,99.1,97.1,2.0,0.3,0.6,2137
AHF_3.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
BPA_4.re.fasta.out.txt,98.9,75.8,23.1,0.4,0.7,2137
GCA_003274995.1_ASM327499v1_genomic.fasta.out.txt,99.7,97.7,2.0,0.1,0.2,2137
CIM_2.re.fasta.out.txt,99.6,96.8,2.8,0.1,0.3,2137
GCA_003274095.1_ASM327409v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
GCA_003270185.1_ASM327018v1_genomic.fasta.out.txt,99.4,97.3,2.1,0.1,0.5,2137
GCA_900178175.1_CC_SoucheMTF2359_V1_genomic.fasta.out.txt,98.8,96.9,1.9,0.3,0.9,2137
GCA_017869545.1_ASM1786954v1_genomic.fasta.out.txt,99.4,97.4,2.0,0.1,0.5,2137
GCA_001739595.1_ASM173959v1_genomic.fasta.out.txt,98.7,96.8,1.9,0.2,1.1,2137
GCA_003276965.1_ASM327696v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CQC_6.re.fasta.out.txt,99.3,92.0,7.3,0.2,0.5,2137
ALS_5.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
CBF_5.re.fasta.out.txt,88.0,81.2,6.8,3.6,8.4,2137
CKL_4.re.fasta.out.txt,99.6,96.9,2.7,0.1,0.3,2137
GCA_001741165.1_ASM174116v1_genomic.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
BLD_3.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000766595.2_ASM76659v2_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
AAE_6.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
YDD.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001671225.1_ASM167122v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
APF_4.re.fasta.out.txt,99.5,96.7,2.8,0.1,0.4,2137
GCA_003276865.1_ASM327686v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001671405.1_ASM167140v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_000190235.1_ScVL3_v01_genomic.fasta.out.txt,71.9,70.5,1.4,5.5,22.6,2137
GCA_001739545.1_ASM173954v1_genomic.fasta.out.txt,99.1,97.2,1.9,0.2,0.7,2137
AMK_4.re.fasta.out.txt,97.0,83.7,13.3,1.2,1.8,2137
GCA_003276725.1_ASM327672v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000975795.2_Sc_YJM248_v1_genomic.fasta.out.txt,99.5,97.2,2.3,0.1,0.4,2137
BGL_1.re.fasta.out.txt,99.2,88.9,10.3,0.1,0.7,2137
ABT_6.re.fasta.out.txt,99.7,97.5,2.2,0.1,0.2,2137
ACC_7.re.fasta.out.txt,99.5,96.8,2.7,0.1,0.4,2137
YBP.re.fasta.out.txt,99.3,97.3,2.0,0.1,0.6,2137
GCA_900178375.1_FC_SoucheMTF2418_V1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CAH_4.re.fasta.out.txt,99.6,94.5,5.1,0.1,0.3,2137
BNT_4.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001738955.1_ASM173895v1_genomic.fasta.out.txt,99.2,96.3,2.9,0.1,0.7,2137
GCA_017870085.1_ASM1787008v1_genomic.fasta.out.txt,98.6,96.7,1.9,0.3,1.1,2137
ABL_5.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_000766395.2_ASM76639v2_genomic.fasta.out.txt,99.4,97.2,2.2,0.2,0.4,2137
CQT_4.re.fasta.out.txt,99.6,97.0,2.6,0.1,0.3,2137
GCA_000977145.2_Sc_YJM1332_v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
GCA_001671255.1_ASM167125v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
BQH_4.re.fasta.out.txt,99.6,96.4,3.2,0.0,0.4,2137
GCA_003326555.1_ASM332655v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.2,0.3,2137
GCA_003275825.1_ASM327582v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
CDE_2.re.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
GCA_001738615.1_ASM173861v1_genomic.fasta.out.txt,99.5,97.5,2.0,0.1,0.4,2137
ACI_7.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AII_1.re.fasta.out.txt,99.7,97.2,2.5,0.1,0.2,2137
GCA_001737415.2_ASM173741v2_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
YBY.re.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BDB_8.re.fasta.out.txt,99.5,92.5,7.0,0.1,0.4,2137
GCA_003271045.1_ASM327104v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_003274825.1_ASM327482v1_genomic.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
GCA_017868075.1_ASM1786807v1_genomic.fasta.out.txt,98.2,96.4,1.8,0.4,1.4,2137
GCA_001937245.1_ASM193724v1_genomic.fasta.out.txt,99.6,96.5,3.1,0.1,0.3,2137
AHT_3.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
ANI_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_017867995.1_ASM1786799v1_genomic.fasta.out.txt,99.6,97.4,2.2,0.1,0.3,2137
BNE_2.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
GCA_900177905.1_L564_genomic.fasta.out.txt,94.0,92.3,1.7,0.5,5.5,2137
GCA_019394495.1_ASM1939449v1_genomic.fasta.out.txt,97.0,95.3,1.7,0.3,2.7,2137
BSB_4.re.fasta.out.txt,99.6,96.7,2.9,0.1,0.3,2137
GCA_001737885.1_ASM173788v1_genomic.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
BAN_7.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_900178495.1_DA_SoucheMTF2248_V1_genomic.fasta.out.txt,99.6,97.6,2.0,0.1,0.3,2137
BQP_4.re.fasta.out.txt,99.6,97.5,2.1,0.1,0.3,2137
AHC_2.re.fasta.out.txt,99.7,97.2,2.5,0.1,0.2,2137
BHT_1.re.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001739705.1_ASM173970v1_genomic.fasta.out.txt,99.1,97.1,2.0,0.1,0.8,2137
BAV_7.re.fasta.out.txt,99.7,97.6,2.1,0.1,0.2,2137
BDL_5.re.fasta.out.txt,98.5,82.9,15.6,0.6,0.9,2137
GCA_001738485.1_ASM173848v1_genomic.fasta.out.txt,99.5,97.4,2.1,0.1,0.4,2137
GCA_001670175.1_ASM167017v1_genomic.fasta.out.txt,99.5,97.3,2.2,0.1,0.4,2137
ARM_6.re.fasta.out.txt,99.3,96.7,2.6,0.3,0.4,2137
